Case #,Task Description,Code Solution,Score
493,"Write a function to calculate a grid of hexagon coordinates where function returns a list of lists containing 6 tuples of x, y point coordinates.","
import math

def calculate_polygons(startx, starty, endx, endy, radius):
    sl = (2 * radius) * math.tan(math.pi / 6)
    p = sl * 0.5
    b = sl * math.cos(math.radians(30))
    w = b * 2
    h = 2 * sl   
    startx, starty = startx - w, starty - h
    endx, endy = endx + w, endy + h
    origx, origy = startx, starty
    xoffset, yoffset = b, 3 * p
    polygons, row = [], 1
    while starty < endy:
        if row % 2 == 0:
            startx = origx + xoffset
        else:
            startx = origx
        while startx < endx:
            p1x, p1y = startx, starty + p
            p2x, p2y = startx, starty + 3 * p
            p3x, p3y = startx + b, starty + h
            p4x, p4y = startx + w, starty + 3 * p
            p5x, p5y = startx + w, starty + p
            p6x, p6y = startx + b, starty
            poly = [(p1x, p1y), (p2x, p2y), (p3x, p3y), (p4x, p4y), (p5x, p5y), (p6x, p6y), (p1x, p1y)]
            polygons.append(poly)
            startx += w
        starty += yoffset
        row += 1
    return polygons
",100.0
501,Write a python function to find common divisor between two numbers in a given pair.,"
def ngcd(x, y):
    i = 1
    while i <= x and i <= y:
        if x % i == 0 and y % i == 0:
            gcd = i
        i += 1
    return gcd

def num_comm_div(x, y):
    n = ngcd(x, y)
    result = 0
    z = int(n ** 0.5)
    i = 1
    while i <= z:
        if n % i == 0:
            result += 2
            if i == n // i:
                result -= 1
        i += 1
    return result
",100.0
512,Write a function to count the element frequency in the mixed nested tuple.,"
def flatten(test_tuple): 
    for tup in test_tuple: 
        if isinstance(tup, tuple): 
            yield from flatten(tup) 
        else: 
            yield tup 

def count_element_freq(test_tuple):
    res = {}
    for ele in flatten(test_tuple):
        if ele not in res:
            res[ele] = 0
        res[ele] += 1
    return res
",100.0
522,Write a function to find the longest bitonic subsequence for the given array.,"
def lbs(arr):
    n = len(arr)
    
    # Step 1: Create LIS array
    lis = [1] * n
    for i in range(1, n):
        for j in range(0, i):
            if arr[i] > arr[j] and lis[i] < lis[j] + 1:
                lis[i] = lis[j] + 1

    # Step 2: Create LDS array
    lds = [1] * n
    for i in reversed(range(n - 1)):
        for j in reversed(range(i, n)):
            if arr[i] > arr[j] and lds[i] < lds[j] + 1:
                lds[i] = lds[j] + 1

    # Step 3: Find maximum of (lis[i] + lds[i] - 1)
    maximum = 0
    for i in range(n):
        maximum = max(maximum, lis[i] + lds[i] - 1)
        
    return maximum
",100.0
527,Write a function to find all pairs in an integer array whose sum is equal to a given number.,"
def get_pairs_count(arr, n, sum_val):
    count = 0
    freq = {}
    
    for i in range(n):
        complement = sum_val - arr[i]
        if complement in freq:
            count += freq[complement]
        
        if arr[i] in freq:
            freq[arr[i]] += 1
        else:
            freq[arr[i]] = 1
            
    return count
",100.0
530,Write a function to find the ration of negative numbers in an array of integers.,"
from array import array

def negative_count(nums):
    n = len(nums)
    n1 = 0
    for x in nums:
        if x < 0:
            n1 += 1
    return round(n1/n, 2)
",100.0
540,Write a python function to find the difference between highest and least frequencies in a given array.,"
def find_Diff(arr, n): 
    from collections import Counter
    freq = Counter(arr)
    max_count = max(freq.values())
    min_count = min(freq.values())
    return max_count - min_count

assert find_Diff([1,1,2,2,7,8,4,5,1,4],10) == 2
assert find_Diff([1,7,9,2,3,3,1,3,3],9) == 3
assert find_Diff([1,2,1,2],4) == 0
",100.0
719,Write a function that matches a string that has an a followed by zero or more b's.,"
import re
def text_match(text):
        patterns = '^ab*'
        if re.search(patterns, text):
                return 'Found a match!'
        else:
                return 'Not matched!'
",100.0
550,Write a python function to find the maximum element in a sorted and rotated array.,"
def find_Max(arr, low, high):
    if high < low:
        return arr[0]
    if high == low:
        return arr[low]
    mid = low + (high - low) // 2
    if mid < high and arr[mid + 1] < arr[mid]:
        return arr[mid]
    if mid > low and arr[mid] < arr[mid - 1]:
        return arr[mid - 1]
    if arr[low] > arr[mid]:
        return find_Max(arr, low, mid - 1)
    else:
        return find_Max(arr, mid + 1, high)
",100.0
561,"Write a function to assign with each element, its pair elements from other similar pairs in the given tuple.","
def assign_elements(test_list):
    res = dict()
    all_keys = set(k for pair in test_list for k in pair)
    for key, val in test_list:
        res.setdefault(key, []).append(val)
    for key in all_keys:
        res.setdefault(key, [])
    return res

assert assign_elements([(5, 3), (7, 5), (2, 7), (3, 8), (8, 4)] ) == {3: [8], 5: [3], 7: [5], 2: [7], 8: [4], 4: []}
assert assign_elements([(6, 4), (9, 4), (3, 8), (4, 9), (9, 5)] ) == {4: [9], 6: [4], 9: [4, 5], 8: [], 3: [8], 5: []}
assert assign_elements([(6, 2), (6, 8), (4, 9), (4, 9), (3, 7)] ) == {2: [], 6: [2, 8], 8: [], 9: [], 4: [9, 9], 7: [], 3: [7]}
",100.0
571,Write a function to find maximum possible sum of disjoint pairs for the given array of integers and a number k.,"
def max_sum_pair_diff_lessthan_K(arr, N, K):
    arr.sort()
    dp = [0] * N
    dp[0] = 0
    for i in range(1, N):
        dp[i] = dp[i-1]
        if arr[i] - arr[i-1] < K:
            if i >= 2:
                dp[i] = max(dp[i], dp[i-2] + arr[i] + arr[i-1])
            else:
                dp[i] = max(dp[i], arr[i] + arr[i-1])
    return dp[N - 1]
",100.0
576,Write a python function to check whether an array is subarray of another or not.,"
def is_Sub_Array(A, B, n, m):
    i = 0
    j = 0
    while i < n and j < m:
        if A[i] == B[j]:
            i += 1
            j += 1
            if j == m:
                return True
        else:
            i = i - j + 1
            j = 0
    return False
",100.0
580,Write a function to extract the even elements in the nested mixed tuple.,"
def even_ele(test_tuple, even_fnc): 
    res = tuple() 
    for ele in test_tuple: 
        if isinstance(ele, tuple): 
            res += (even_ele(ele, even_fnc), ) 
        elif isinstance(ele, int) and even_fnc(ele): 
            res += (ele, ) 
    return res 

def extract_even(test_tuple):
    res = even_ele(test_tuple, lambda x: x % 2 == 0)
    return (res)

",100.0
589,Write a function to find perfect squares between two given numbers.,"
def perfect_squares(a, b):
    lists = []
    for i in range(a, b + 1):
        if int(i**0.5)**2 == i:
            lists.append(i)
    return lists
",100.0
599,Write a function to find sum and average of first n natural numbers.,"
def sum_average(number):
    total = 0
    for value in range(1, number + 1):
        total += value
    average = total / number
    return total, average
",100.0
610,Write a python function to remove the k'th element from a given list.,"
def remove_kth_element(list1, L):
    return list1[:L-1] + list1[L:]
",100.0
622,Write a function to find the median of two sorted arrays of same size.,"
def get_median(arr1, arr2, n):
    i = 0
    j = 0
    m1 = -1
    m2 = -1
    count = 0
    while count < n + 1:
        count += 1
        if i == n:
            m1 = m2
            m2 = arr2[j]
            break
        elif j == n:
            m1 = m2
            m2 = arr1[i]
            break
        if arr1[i] <= arr2[j]:
            m1 = m2
            m2 = arr1[i]
            i += 1
        else:
            m1 = m2
            m2 = arr2[j]
            j += 1
    return (m1 + m2) / 2
",100.0
630,Write a function to extract all the adjacent coordinates of the given coordinate tuple.,"
def adjac(ele, sub = []): 
    if not ele: 
        yield sub 
    else: 
        yield from [idx for j in range(ele[0] - 1, ele[0] + 2) 
                    for idx in adjac(ele[1:], sub + [j])] 

def get_coordinates(test_tup):
    res = list(adjac(test_tup))
    return res
",100.0
643,"Write a function that matches a word containing 'z', not at the start or end of the word.","
import re

def text_match_wordz_middle(text):
    patterns = r'\Bz\B'
    if re.search(patterns, text):
        return 'Found a match!'
    else:
        return 'Not matched!'
",100.0
653,Write a function to group a sequence of key-value pairs into a dictionary of lists using collections module.,"
from collections import defaultdict

def grouping_dictionary(l):
    d = defaultdict(list)
    for k, v in l:
        d[k].append(v)
    return dict(d)
",100.0
661,Write a function to find the maximum sum that can be formed which has no three consecutive elements present.,"
def max_sum_of_three_consecutive(arr, n): 
    sum = [0 for k in range(n)] 
    if n >= 1: 
        sum[0] = arr[0] 
    if n >= 2: 
        sum[1] = arr[0] + arr[1] 
    if n > 2: 
        sum[2] = max(sum[1], max(arr[1] + arr[2], arr[0] + arr[2])) 
    for i in range(3, n): 
        sum[i] = max(max(sum[i-1], sum[i-2] + arr[i]), arr[i] + arr[i-1] + sum[i-3]) 
    return sum[n-1]
",100.0
663,Write a function to find the largest possible value of k such that k modulo x is y.,"
def find_max_val(n, x, y):
    ans = n - (n % x) + y
    if ans > n:
        ans -= x
    return ans if ans >= 0 else -1
",100.0
674,Write a function to remove duplicate words from a given string using collections module.,"
from collections import OrderedDict

def remove_duplicate(string):
    result = ' '.join(OrderedDict((w, None) for w in string.split()).keys())
    return result
",100.0
686,Write a function to find the frequency of each element in the given list.,"
from collections import defaultdict

def freq_element(test_tup):
    res = defaultdict(int)
    for ele in test_tup:
        res[ele] += 1
    return str(dict(res))
",100.0
698,Write a function to sort dictionary items by tuple product of keys for the given dictionary with tuple keys.,"
def sort_dict_item(test_dict):
    res = {key: test_dict[key] for key in sorted(test_dict.keys(), key=lambda ele: ele[0] * ele[1])}
    return res
",100.0
709,Write a function to count unique keys for each value present in the tuple.,"
from collections import defaultdict

def get_unique(test_list):
    res = defaultdict(set)
    for sub in test_list:
        res[sub[1]].add(sub[0])
    res_dict = {key: len(value) for key, value in res.items()}
    return str(res_dict)
",100.0
714,Write a python function to count the number of distinct power of prime factor of given number.,"
def count_Fac(n):
    m = n
    count = 0
    i = 2
    while (i * i) <= m:
        total = 0
        while (n % i == 0):
            n //= i
            total += 1
        temp = 0
        j = 1
        while (temp + j) <= total:
            temp += j
            count += 1
            j += 1
        i += 1
    if n != 1:
        count += 1
    return count
",100.0
